City,level,PMs,PMs1,PMs2,yagao,myl,msg,xmn,soil,ocean,river,emission
Luohe City,5,0.009699147,0.00921419,0.000484957,0.002986761,0.001247465,0.002774787,0.002690134,0.000415676,0.002279118,0.004191563,0.006886357
L¨¹liang City,5,0.02001906,0.019018107,0.001000953,0.006134054,0.002562741,0.005765576,0.005556688,0.000868437,0.004671648,0.008617444,0.014157529
Ma'anshan City,5,0.011795485,0.011205711,0.000589774,0.003620848,0.001515665,0.003387624,0.003271348,0.000508598,0.002766831,0.005082496,0.008357925
Maoming City,5,0.039243863,0.03728167,0.001962193,0.012087406,0.005061904,0.011237214,0.010857339,0.002380519,0.009316631,0.012121367,0.023818517
Meishan City,5,0.024890705,0.02364617,0.001244535,0.007675272,0.003200358,0.007124153,0.006890922,0.00107304,0.005834422,0.010714578,0.01762204
Meizhou City,5,0.022977276,0.021828413,0.001148864,0.007102647,0.002941358,0.006564669,0.006368603,0.001005111,0.005357406,0.009864883,0.0162274
Mianyang City,5,0.038602854,0.036672712,0.001930143,0.011958542,0.004928575,0.011003087,0.01071265,0.001670282,0.009013215,0.016632961,0.027316458
Mudanjiang City,5,0.020701062,0.019666009,0.001035053,0.006361272,0.002660241,0.00592705,0.0057525,0.000892806,0.004854484,0.008938836,0.014686126
Nagqu City,5,0.002738986,0.002602037,1.37E-04,0.000844288,3.52E-04,0.000782568,0.000759848,1.20E-04,0.000639461,0.001172817,0.001932278
Nanchang City,5,0.020898841,0.019853899,0.001044942,0.006438532,0.002670992,0.005975814,0.005813503,0.001276813,0.004017282,0.007379549,0.012673644
Nanchong City,5,0.056183288,0.053374124,0.002809164,0.017293612,0.007238261,0.01596743,0.015683986,0.002420869,0.013118833,0.024227533,0.039767235
Nanjing City,5,0.042717339,0.040581472,0.002135867,0.013145316,0.005479175,0.012268234,0.011824614,0.003720596,0.005532014,0.01024926,0.01950187
Nanning City,5,0.034740131,0.033003125,0.001737007,0.010734742,0.004486399,0.009916129,0.009602861,0.002115536,0.006667242,0.012254902,0.02103768
Nanping City,5,0.013444677,0.012772443,0.000672234,0.004130753,0.001731163,0.00382907,0.00375369,0.000582475,0.003142601,0.005785243,0.009510319
Nantong City,5,0.049152779,0.04669514,0.002457639,0.015140523,0.006259787,0.014098502,0.013653967,0.004287388,0.007886107,0.010303391,0.022476886
Nanyang City,5,0.040045709,0.038043423,0.002002285,0.012313786,0.005165148,0.011470721,0.011096054,0.00245951,0.007674906,0.014097168,0.024231584
Neijiang City,5,0.032054533,0.030451807,0.001602727,0.009860047,0.004111846,0.009181988,0.008900652,0.001393259,0.007491429,0.013752784,0.022637472
Ningbo City,5,0.038149801,0.036242311,0.00190749,0.011796583,0.004878375,0.010899849,0.010574995,0.003329887,0.006057013,0.007975899,0.017362799
Ningde City,5,0.012251236,0.011638674,0.000612562,0.003770515,0.001583882,0.003502168,0.003394671,0.00052901,0.003525162,0.004609445,0.008663617
Panzhihua City,5,0.01057643,0.010047609,0.000528822,0.003265174,0.001357107,0.003016189,0.002937961,0.000456361,0.002470712,0.004557031,0.007484104
Panjin City,5,0.006236269,0.005924455,0.000311813,0.001920877,0.00080487,0.001781261,0.00172926,0.000268671,0.001797492,0.002350457,0.00441662
Pingdingshan City,5,0.019005392,0.018055123,0.00095027,0.005858989,0.00244212,0.005446228,0.005258055,0.00082239,0.004444187,0.008171031,0.013437608
Pingliang City,5,0.017304555,0.016439327,0.000865228,0.005326763,0.002226836,0.004946702,0.004804253,0.000747845,0.00404988,0.007467359,0.012265084
Pingxiang City,5,0.01024365,0.009731467,0.000512182,0.003162756,0.001315632,0.002930392,0.002834869,0.000444587,0.002392667,0.004409837,0.007247091
Putian City,5,0.009871547,0.009377969,0.000493577,0.003043224,0.001266626,0.002829361,0.002732336,0.000428255,0.002847051,0.003715691,0.006990997
Puyang City,5,0.013404045,0.012733843,0.000670202,0.004141694,0.001720536,0.003825296,0.003716519,0.000573693,0.003143247,0.005797021,0.009513961
Pu'er City,5,0.022877744,0.021733857,0.001143887,0.007027449,0.002935316,0.006543388,0.006371591,0.000984459,0.005372101,0.009888905,0.016245465
Qitaihe City,5,0.005557703,0.005279818,0.000277885,0.001711734,0.00071546,0.001593746,0.001536763,0.000242234,0.001297169,0.002387425,0.003926828
Qiqihar City,5,0.036719299,0.034883334,0.001835965,0.011300032,0.004699804,0.010549402,0.01017006,0.001586027,0.008572859,0.015854393,0.026013279
Qinzhou City,5,0.019441195,0.018469135,0.00097206,0.005981734,0.002496213,0.005572626,0.005390622,0.000851257,0.005566893,0.007290674,0.013708824
Qinhuangdao City,5,0.013972456,0.013273833,0.000698623,0.004295644,0.00180401,0.003995956,0.003876845,0.000604944,0.004009745,0.00526377,0.009878459
Qingdao City,5,0.045885245,0.043590982,0.002294262,0.014084406,0.005885868,0.013111488,0.012803483,0.00402275,0.007256976,0.009540598,0.020820324
Qingyuan City,5,0.025766378,0.02447806,0.001288319,0.007983822,0.003307137,0.00732001,0.007155409,0.001113492,0.006017486,0.011110869,0.018241847
Qingyang City,5,0.014700732,0.013965695,0.000735037,0.004514321,0.001877091,0.004219505,0.004089816,0.000633496,0.003431222,0.006337965,0.010402683
Qujing City,5,0.029592076,0.028112472,0.001479604,0.009145452,0.003793067,0.008450897,0.008202661,0.00128752,0.006916676,0.012732557,0.020936753
Quzhou City,5,0.011155596,0.010597816,0.00055778,0.00343826,0.001434759,0.00319489,0.003087687,0.000479418,0.002615072,0.004826995,0.007921485
Quanzhou City,5,0.032978787,0.031329848,0.001648939,0.010136676,0.004241109,0.009458753,0.00914225,0.002881634,0.005275208,0.006870169,0.015027011
Shigatse City,5,0.012853365,0.012210697,0.000642668,0.003949515,0.00165931,0.003682882,0.003561658,0.000554639,0.003005513,0.005542188,0.00910234
Rizhao City,5,0.009155866,0.008698072,0.000457793,0.002810988,0.001175732,0.002636298,0.002532848,0.000394761,0.002648064,0.003443593,0.006486418
Sanmenxia City,5,0.010792507,0.010252882,0.000539625,0.003331992,0.001388115,0.003082741,0.002989658,0.000467264,0.002529829,0.00465354,0.007650633
Sanming City,5,0.01026101,0.009747959,0.00051305,0.003168154,0.001317701,0.002931313,0.002843841,0.000445687,0.002391857,0.004420906,0.00725845
Sanya City,5,0.004636718,0.004404882,0.000231836,0.001428824,0.00059598,0.001325832,0.001286083,0.000198222,0.00134273,0.001753253,0.003294205
Xiamen City,5,0.016578463,0.01574954,0.000828923,0.005096538,0.002131403,0.004744233,0.004606289,0.001011993,0.00390615,0.005121146,0.010039289
Shannan City,5,0.017626584,0.016745255,0.000881329,0.00543171,0.002275176,0.005014787,0.004904912,0.000755666,0.004134527,0.00760993,0.012500123
Shantou City,5,0.024907581,0.023662202,0.001245379,0.007657143,0.003194078,0.007126666,0.006929693,0.001082917,0.007132276,0.009390318,0.017605511
Shanwei City,5,0.01685998,0.016016981,0.000842999,0.005192455,0.002170808,0.004813171,0.004683547,0.000727611,0.004849061,0.006369856,0.011946528
Shangluo City,5,0.020795061,0.019755308,0.001039753,0.006401731,0.002656445,0.005963882,0.005773003,0.000892594,0.004864174,0.008973807,0.014730575
Shangqiu City,5,0.03299871,0.031348774,0.001649935,0.010137218,0.004242511,0.009441305,0.009177676,0.001433891,0.007712023,0.014193345,0.023339259
Shanghai,5,0.159739979,0.15175298,0.007986999,0.049221657,0.020501113,0.045552342,0.044464865,0.016510984,0.018058288,0.023610559,0.058179831
Shangrao City,5,0.034835924,0.033094128,0.001741796,0.010708217,0.004495773,0.010000809,0.009631125,0.001509234,0.008176194,0.014933332,0.02461876
Shaoguan City,5,0.019912413,0.018916792,0.000995621,0.006148428,0.002559524,0.005704488,0.005499973,0.000860538,0.004649615,0.00858754,0.014097693
Shaoyang City,5,0.041487122,0.039412766,0.002074356,0.012776093,0.005320206,0.011885354,0.011505468,0.001799584,0.009676992,0.017876598,0.029353174
Shaoxing City,5,0.022837027,0.021695176,0.001141851,0.007047056,0.002929214,0.006533403,0.006327355,0.001391416,0.00437789,0.008083914,0.01385322
Shenzhen City,5,0.071246294,0.06768398,0.003562315,0.021925844,0.009148142,0.020470014,0.019702295,0.007325635,0.008095882,0.010636855,0.026058372
Shenyang City,5,0.031308936,0.029743489,0.001565447,0.009609353,0.004025919,0.008955407,0.008718257,0.001917157,0.006008237,0.011017033,0.018942427
Shiyan City,5,0.01363601,0.01295421,0.000681801,0.004207075,0.001743765,0.003919099,0.003766071,0.000592228,0.003189216,0.005868979,0.009650423
Shijiazhuang City,5,0.038655079,0.036722325,0.001932754,0.011871995,0.004988143,0.011072673,0.010722269,0.002351951,0.007438413,0.013692264,0.023482628
Shizuishan City,5,0.005350154,0.005082646,0.000267508,0.001648491,0.000688513,0.001533875,0.001479275,0.00022982,0.001255351,0.002302492,0.003787663
Shuangyashan City,5,0.012563421,0.01193525,0.000628171,0.003857142,0.001624126,0.003597656,0.003484497,0.000546244,0.002930565,0.005399108,0.008875917
Shuozhou City,5,0.013240016,0.012578015,0.000662001,0.004077217,0.001694273,0.003780327,0.0036882,0.000574203,0.003094425,0.005696472,0.0093651
Siping City,5,0.022661895,0.0215288,0.001133095,0.006990856,0.002910635,0.006460545,0.006299858,0.000977987,0.005322017,0.009768434,0.016068438
Songyuan City,5,0.014664112,0.013930907,0.000733206,0.004516744,0.00189451,0.004186639,0.00406622,0.000634732,0.003427126,0.006314821,0.010376679
Suzhou City (Jiangsu),5,0.06943941,0.065967439,0.00347197,0.021423579,0.008901862,0.019855374,0.019258595,0.006011489,0.009045862,0.016688771,0.031746122
Suqian City,5,0.024343504,0.023126329,0.001217175,0.007485439,0.003140533,0.006969325,0.006748207,0.001481219,0.00469645,0.008619304,0.014796973
Suzhou City (Anhui),5,0.034790637,0.033051105,0.001739532,0.010759937,0.004478423,0.009904265,0.009648012,0.001515482,0.008102819,0.014970249,0.02458855
Suihua City,5,0.03268976,0.031055272,0.001634488,0.010082038,0.004193223,0.009357956,0.009056544,0.001416081,0.007628025,0.014071251,0.023115357
Suizhou City,5,0.008344386,0.007927166,0.000417219,0.002575077,0.001073977,0.002380702,0.00231463,0.000359852,0.001949898,0.003593746,0.005903496
Suining City,5,0.029972149,0.028473541,0.001498607,0.009215453,0.003849784,0.008598301,0.00830861,0.001293287,0.007014204,0.012933238,0.021240729
Tacheng Prefecture,5,0.007979665,0.007580682,0.000398983,0.002455396,0.001030926,0.002288155,0.002205188,0.000343801,0.001864282,0.003443932,0.005652015
Taizhou City (Zhejiang),5,0.027661371,0.026278303,0.001383069,0.008495474,0.003553508,0.007927708,0.007684681,0.001689374,0.006549706,0.008531302,0.016770382
Taiyuan City,5,0.015709342,0.014923874,0.000785467,0.00484523,0.00201147,0.004499157,0.004353484,0.000963437,0.003001944,0.005532944,0.009498325
Tai'an City,5,0.030129954,0.028623456,0.001506498,0.009275119,0.003871249,0.00861521,0.008368376,0.001306683,0.007077363,0.012941773,0.021325819
Taizhou City (Jiangsu),5,0.029276187,0.027812378,0.001463809,0.009055923,0.003757463,0.008368643,0.008094158,0.001790848,0.005612718,0.010333426,0.017736992
Tangshan City,5,0.03697801,0.035129109,0.0018489,0.011407356,0.004777305,0.010555546,0.010237802,0.002262215,0.008767426,0.011360078,0.022389719
Tianjin,5,0.070825187,0.067283927,0.003541259,0.021821251,0.009096202,0.020211615,0.019696118,0.006157358,0.011357463,0.014852557,0.032367378
Tianshui City,5,0.032032765,0.030431127,0.001601638,0.009883985,0.00410519,0.009148939,0.008894652,0.001384407,0.007489965,0.013789998,0.02266437
Tieling City,5,0.019396363,0.018426545,0.000969818,0.005973547,0.002496098,0.005527377,0.005399342,0.000838304,0.004540909,0.008363462,0.013742675
Tonghua City,5,0.014107667,0.013402284,0.000705383,0.004350812,0.001819285,0.004032955,0.003904614,0.000616635,0.003288778,0.006055015,0.009960428
Tongliao City,5,0.009153556,0.008695878,0.000457678,0.002819583,0.001173256,0.002624399,0.002536318,0.000563148,0.001742343,0.00322514,0.005530631
Tongchuan City,5,0.007268727,0.006905291,0.000363436,0.002240994,0.000930727,0.002084519,0.002012487,0.000313734,0.001704992,0.003130773,0.005149499
Tongling City,5,0.009491885,0.009017291,0.000474594,0.002925318,0.001221841,0.002715669,0.002629057,0.000413965,0.00222071,0.00407411,0.006708785
Tongren City,5,0.029423228,0.027952067,0.001471161,0.009045642,0.003795108,0.00842761,0.008154868,0.001273451,0.006875901,0.012688928,0.02083828
Turpan City,5,0.010041772,0.009539683,0.000502089,0.003101187,0.001283812,0.002875897,0.002780875,0.000435189,0.002348519,0.004329523,0.007113231
Weihai City,5,0.014623426,0.013892254,0.000731171,0.00449523,0.001880969,0.004174488,0.004072739,0.00088959,0.003462628,0.004525142,0.00887736
Weifang City,5,0.033397698,0.031727813,0.001669885,0.010315598,0.004289283,0.009537744,0.009255073,0.002017408,0.007962615,0.010381073,0.020361096
Weinan City,5,0.031545633,0.029968351,0.001577282,0.009692661,0.004031035,0.009041283,0.008780654,0.001368867,0.007353894,0.013562466,0.022285227
Wenzhou City,5,0.026249047,0.024936594,0.001312452,0.008099966,0.003379347,0.007506952,0.007262782,0.001611068,0.006189057,0.008084462,0.015884587
Wuhai City,5,0.001988145,0.001888737,9.94E-05,0.000612863,0.000255392,0.000568762,0.000551128,8.53E-05,0.000466288,0.000858516,0.001410104
Ulanqab City,5,0.007189076,0.006829622,0.000359454,0.002211773,0.000924968,0.002064388,0.001987947,0.000310681,0.001681975,0.003092658,0.005085314
¨¹r¨¹mqi City,5,0.021912177,0.020816568,0.001095609,0.006795879,0.002807806,0.00625592,0.006052572,0.001336697,0.004197221,0.00773698,0.013270898
Wuxi City,5,0.039139437,0.037182466,0.001956972,0.012085319,0.005034903,0.011197907,0.010821308,0.003418243,0.005044953,0.009324731,0.017787927
Wuhu City,5,0.018057882,0.017154988,0.000902894,0.005558278,0.002325145,0.005158451,0.005016008,0.00110549,0.003451432,0.006364317,0.010921239
Wuzhong City,5,0.006459774,0.006136785,0.000322989,0.001997441,0.00082651,0.001843948,0.001791875,0.000279957,0.001510506,0.002776425,0.004566888
Wuzhou City,5,0.020084258,0.019080045,0.001004213,0.006201882,0.002582401,0.005716788,0.005583187,0.000875283,0.00469684,0.008620383,0.014192506
Wuhan City,5,0.044002242,0.041802129,0.002200112,0.013582214,0.005628907,0.012577308,0.012213812,0.003830327,0.005729724,0.010565525,0.020125576
Wuwei City,5,0.011196514,0.010636688,0.000559826,0.003443502,0.001435791,0.00321825,0.003098971,0.000486631,0.00261715,0.004810451,0.007914232
Xi'an City,5,0.060389871,0.057370377,0.003019494,0.018656923,0.007758311,0.01728519,0.016689447,0.005277105,0.007827046,0.014455357,0.027559508
Xining City,5,0.016299015,0.015484065,0.000814951,0.005033715,0.002098897,0.004652378,0.004514026,0.000705348,0.003807869,0.00701215,0.011525367
Xishuangbanna Dai Autonomous Prefecture,5,0.01203513,0.011433374,0.000601757,0.003720603,0.001554317,0.003423524,0.003336686,0.00052,0.002808808,0.005174568,0.008503376
Xianning City,5,0.00942371,0.008952524,0.000471185,0.002909906,0.00120974,0.002693141,0.002610922,0.000404839,0.002207025,0.004066308,0.006678172
Xianyang City,5,0.026388239,0.025068827,0.001319412,0.008139299,0.003382801,0.007565049,0.00730109,0.001138293,0.006177798,0.011375902,0.018691993
Xiangtan City,5,0.011518125,0.010942219,0.000575906,0.003556926,0.001475731,0.003289392,0.003196076,0.00049764,0.002702538,0.004965653,0.008165831
Xiangyang City,5,0.016537154,0.015710296,0.000826858,0.005087632,0.002122398,0.00472354,0.004603584,0.001011213,0.00316134,0.005847227,0.01001978
Xiaogan City,5,0.024023409,0.022822238,0.00120117,0.007384679,0.003094882,0.00687181,0.006672038,0.001033863,0.005617397,0.010375005,0.017026265
Xinzhou City,5,0.01923169,0.018270105,0.000961584,0.005933405,0.002475518,0.005495892,0.005326874,0.000835027,0.004489751,0.008268426,0.013593204
Xinxiang City,5,0.019352681,0.018385047,0.000967634,0.005973051,0.002490343,0.005545009,0.005344278,0.000832768,0.004532982,0.00836325,0.013729
Xinyu City,5,0.008723897,0.008287702,0.000436195,0.00267688,0.001124721,0.002494497,0.0024278,0.000377805,0.002040962,0.00375792,0.006176687
Xinyang City,5,0.030960261,0.029412248,0.001548013,0.009550821,0.004001858,0.008829907,0.008577674,0.001337394,0.007253368,0.013311434,0.021902196
Xingtai City,5,0.037829023,0.035937572,0.001891451,0.011639685,0.00485781,0.010842078,0.010489449,0.001636382,0.00887424,0.016269273,0.026779895
Xuzhou City,5,0.047386018,0.045016717,0.002369301,0.014550275,0.006080457,0.013581036,0.013174251,0.002901414,0.009052103,0.016730015,0.028683532
Xuchang City,5,0.013290242,0.01262573,0.000664512,0.004099498,0.00170708,0.003805294,0.00367837,0.000811525,0.002550402,0.004698626,0.008060553
Xuancheng City,5,0.017085634,0.016231352,0.000854282,0.005256257,0.002198803,0.004873507,0.004757067,0.000740969,0.00398818,0.007348083,0.012077232
Ya'an City,5,0.01172635,0.011140032,0.000586317,0.003624518,0.001508424,0.003353835,0.003239573,0.000507692,0.002741282,0.005050937,0.008299911
Yantai City,5,0.026324392,0.025008172,0.00131622,0.008104473,0.003377552,0.007544707,0.007297659,0.001609669,0.006200965,0.008112435,0.015923069
Yan'an City,5,0.010767394,0.010229025,0.00053837,0.003311428,0.001380065,0.003084945,0.002990956,0.000466618,0.002521344,0.004644062,0.007632024
Yancheng City,5,0.034554063,0.03282636,0.001727703,0.010650019,0.004442113,0.009885468,0.009576462,0.002102464,0.008170001,0.010619379,0.020891844
Yangzhou City,5,0.026838262,0.025496349,0.001341913,0.008286429,0.003444734,0.007680048,0.00742705,0.001647926,0.005153609,0.009441744,0.016243279
Yangjiang City,5,0.012122882,0.011516738,0.000606144,0.003730862,0.001557995,0.003462685,0.003371341,0.000522065,0.003507222,0.004567474,0.008596761
Yangquan City,5,0.008320654,0.007904621,0.000416033,0.002560275,0.001070986,0.002383573,0.00230582,0.000357221,0.001956086,0.003587352,0.005900659
Yichun City (Heilongjiang),5,0.009197599,0.008737719,0.00045988,0.002835141,0.00118194,0.002620065,0.002560453,0.000401115,0.002147593,0.003950882,0.00649959
Yibin City,5,0.034255088,0.032542334,0.001712754,0.010565612,0.004423694,0.009783247,0.009482536,0.001485825,0.00801442,0.014730032,0.024230277
Yichang City,5,0.016309136,0.015493679,0.000815457,0.005029003,0.002096155,0.004664853,0.004519124,0.000993672,0.003127469,0.005756931,0.009878072
Yichun City (Jiangxi),5,0.035607983,0.033827584,0.001780399,0.010986338,0.004568988,0.010182685,0.009869972,0.001531615,0.008348132,0.015353773,0.02523352
Yiyang City,5,0.022490982,0.021366433,0.001124549,0.006932947,0.002890372,0.006453757,0.006213905,0.000969051,0.00526009,0.009667592,0.015896733
Yinchuan City,5,0.009169694,0.00871121,0.000458485,0.002821423,0.001184055,0.002626818,0.002537398,0.000399978,0.002130729,0.003944694,0.006475401
Yingtan City,5,0.006678848,0.006344905,0.000333942,0.002055194,0.000856454,0.001918112,0.001849088,0.0002881,0.001561276,0.002880062,0.004729438
Yingkou City,5,0.010377307,0.009858442,0.000518865,0.00318478,0.00132852,0.002978375,0.002885633,0.00044875,0.002982861,0.003903344,0.007334955
Yongzhou City,5,0.030595227,0.029065466,0.001529761,0.009368252,0.003953493,0.008778313,0.008495169,0.001331603,0.007137016,0.013153452,0.021622071
Yulin City (Shaanxi),5,0.02127285,0.020209207,0.001063642,0.006561795,0.00272863,0.006091449,0.005890976,0.00129628,0.004069723,0.007517029,0.012883032
Yulin City (Guangxi),5,0.036845391,0.035003121,0.00184227,0.01130803,0.004744064,0.010566415,0.010226881,0.001590411,0.008609626,0.015826283,0.02602632
Yuxi City,5,0.012219523,0.011608547,0.000610976,0.003766475,0.001574305,0.003504394,0.003374349,0.000530338,0.002849963,0.005261393,0.008641694
Yueyang City,5,0.031405212,0.029834952,0.001570261,0.009694666,0.004022215,0.008987649,0.008700683,0.001914565,0.006030067,0.011125434,0.019070066
Yunfu City,5,0.016972818,0.016124177,0.000848641,0.005245616,0.002176463,0.004845025,0.004705714,0.000734627,0.003978427,0.007290983,0.012004037
Yuncheng City,5,0.018028048,0.017126645,0.000901402,0.005566278,0.002323427,0.005150523,0.004987819,0.000776715,0.004220604,0.007774369,0.012771688
Zaozhuang City,5,0.017609757,0.016729269,0.000880488,0.005415557,0.002278958,0.005032291,0.004882951,0.000757408,0.004120066,0.00759068,0.012468154
Zhanjiang City,5,0.050552312,0.048024696,0.002527616,0.015542117,0.00650226,0.014482391,0.014025544,0.003074696,0.011953018,0.015634823,0.030662537
Zhangjiajie City,5,0.011175356,0.010616588,0.000558768,0.003453998,0.001434225,0.003185185,0.003101948,0.000482751,0.002613072,0.004814977,0.0079108
Zhangjiakou City,5,0.021038917,0.019986971,0.001051946,0.006466899,0.002712764,0.006039816,0.005819438,0.000908481,0.00492072,0.009041695,0.014870896
Zhangye City,5,0.00706014,0.006707133,0.000353007,0.002172904,0.000907248,0.002020232,0.001959756,0.000304138,0.001654961,0.00304578,0.005004879
Zhangzhou City,5,0.012886682,0.012242347,0.000644334,0.003977987,0.001659392,0.003687441,0.003561861,0.000788302,0.003046153,0.003970266,0.007804721
Changchun City,5,0.027066166,0.025712858,0.001353308,0.008347177,0.003470627,0.00775489,0.007493471,0.001646372,0.005201268,0.009563105,0.016410745
Changsha City,5,0.036985034,0.035135782,0.001849252,0.011415693,0.004743481,0.010586464,0.010239395,0.003209122,0.004793158,0.008816791,0.016819071
Changzhi City,5,0.022373691,0.021255006,0.001118685,0.006883758,0.002859679,0.006382662,0.006247591,0.000966634,0.005247476,0.009653456,0.015867566
Zhaotong City,5,0.045974864,0.043676121,0.002298743,0.014203243,0.005909706,0.013093026,0.012768889,0.00199393,0.010731043,0.019804587,0.03252956
Zhaoqing City,5,0.027281146,0.025917089,0.001364057,0.008394393,0.00350686,0.007809568,0.007570324,0.001179113,0.006357515,0.011766444,0.019303072
Zhenjiang City,5,0.020793573,0.019753894,0.001039679,0.006428416,0.002667989,0.00592552,0.005771647,0.001263055,0.003990888,0.007359528,0.012613471
Zhengzhou City,5,0.032799249,0.031159286,0.001639962,0.010126264,0.0042147,0.00936555,0.009092735,0.00285532,0.004247156,0.007848816,0.014951292
Zhongshan City,5,0.017031942,0.016180345,0.000851597,0.005238819,0.002200898,0.004872716,0.004719509,0.001046035,0.004004296,0.005232867,0.010283198
Zhongwei City,5,0.005578184,0.005299275,0.000278909,0.001715699,0.000722795,0.0015968,0.001542891,0.000241924,0.001300956,0.002396994,0.003939874
Chongqing,5,0.212663382,0.202030213,0.010633169,0.065190467,0.027305243,0.061111586,0.059056087,0.021794755,0.019729571,0.036581318,0.078105644
Zhoushan City,5,0.005292505,0.005027879,0.000264625,0.001634562,0.000678043,0.001515341,0.001464558,0.000231469,0.001517075,0.001985376,0.00373392
Zhoukou City,5,0.041182387,0.039123268,0.002059119,0.012734629,0.005302441,0.011763593,0.011381724,0.002512054,0.00789834,0.014581123,0.024991517
Zhuhai City,5,0.008263901,0.007850705,0.000413195,0.002551202,0.001060225,0.002363905,0.002288569,0.000507175,0.001945364,0.002547515,0.005000054
Zhuzhou City,5,0.017339871,0.016472877,0.000866994,0.005330215,0.002233234,0.004966834,0.004809589,0.001055748,0.00331475,0.006115143,0.010485641
Zhumadian City,5,0.03852966,0.036603177,0.001926483,0.011877261,0.004933738,0.011038504,0.010680157,0.001679857,0.008976188,0.016533129,0.027189174
Ziyang City,5,0.029001659,0.027551576,0.001450083,0.008949391,0.003739006,0.008257166,0.008056096,0.001255706,0.006771099,0.012497365,0.02052417
Zibo City,5,0.016943586,0.016096407,0.000847179,0.005225931,0.002180488,0.004827652,0.004709515,0.00103552,0.003242987,0.005985163,0.01026367
Zigong City,5,0.027608674,0.02622824,0.001380434,0.008498439,0.003561048,0.007896169,0.007653017,0.001185573,0.006453763,0.011922382,0.019561718
Zunyi City,5,0.047574802,0.045196062,0.00237874,0.014684296,0.006137432,0.013576773,0.0131763,0.00291136,0.009141664,0.016768583,0.028821607
Altay Prefecture,6,0.012938219,0.012291308,0.000646911,0.003989251,0.001669338,0.003704935,0.003574695,0.000560578,0.003018891,0.005559331,0.0091388
Ankang City,6,0.041498764,0.039423826,0.002074938,0.01280173,0.005341863,0.011853957,0.011501214,0.001777657,0.009742605,0.017925143,0.029445405
Anqing City,6,0.065950814,0.062653273,0.003297541,0.020330542,0.008456587,0.01885065,0.018313036,0.00285332,0.015443147,0.028372036,0.046668503
Anshun City,6,0.041013894,0.038963199,0.002050695,0.012645353,0.005287165,0.011680039,0.011401336,0.001779232,0.009586589,0.017663262,0.029029083
Anyang City,6,0.042820088,0.040679084,0.002141004,0.013164976,0.005515259,0.012259443,0.01188041,0.00185939,0.010024248,0.018418076,0.030301714
Anshan City,6,0.0501475,0.047640125,0.002507375,0.015415505,0.006465704,0.014338575,0.013927715,0.002185871,0.011723656,0.021535361,0.035444888
Bayannur City,6,0.013148806,0.012491365,0.00065744,0.004051231,0.001695666,0.003756019,0.00364589,0.000566064,0.003080816,0.005685032,0.009331912
Bazhong City,6,0.067344294,0.063977079,0.003367215,0.020748486,0.008645384,0.019351943,0.018598482,0.002917218,0.015684334,0.029008908,0.04761046
Baicheng City,6,0.018231161,0.017319603,0.000911558,0.005617295,0.002336986,0.005219477,0.005057403,0.000795763,0.004249273,0.007839289,0.012884325
Baishan City,6,0.015224294,0.014463079,0.000761215,0.004687511,0.001951007,0.004350422,0.004235353,0.000651365,0.003569485,0.006583379,0.010804229
Baiyin City,6,0.018825849,0.017884556,0.000941292,0.005808775,0.002424448,0.00537392,0.005218705,0.00081305,0.004402351,0.008090164,0.013305565
Baise City,6,0.0610685,0.058015075,0.003053425,0.018812647,0.00787677,0.017470544,0.016908538,0.00262548,0.014289632,0.026375043,0.043290155
Bengbu City,6,0.041575487,0.039496712,0.002078774,0.012782373,0.005348229,0.011892784,0.0115521,0.001813503,0.009707706,0.017859672,0.029380881
Baotou City,6,0.022250147,0.021137639,0.001112507,0.006865273,0.002861465,0.006358689,0.006164719,0.000962768,0.005188999,0.009584049,0.015735816
Baoji City,6,0.049927734,0.047431347,0.002496387,0.015320476,0.006437427,0.014341209,0.013828622,0.002145323,0.011699167,0.021550539,0.035395029
Baoding City,6,0.1302787,0.123764765,0.006513935,0.040112833,0.016781136,0.037344959,0.036039772,0.007934018,0.025050158,0.04604854,0.079032716
Baoshan City,6,0.036022407,0.034221287,0.00180112,0.011094902,0.004604892,0.010290486,0.010032128,0.001548391,0.008462648,0.015558455,0.025569494
Beihai City,6,0.022125659,0.021019376,0.001106283,0.006818067,0.002842273,0.00634136,0.006123959,0.000956903,0.006357415,0.008324023,0.015638341
Beijing,6,0.27090037,0.257355351,0.013545018,0.083195204,0.034943604,0.077765124,0.074996437,0.027851733,0.025021275,0.046203185,0.099076193
Benxi City,6,0.02384842,0.022655999,0.001192421,0.007327157,0.003064398,0.00684197,0.006614894,0.001027724,0.005611963,0.010288506,0.016928193
Bijie City,6,0.136758213,0.129920303,0.006837911,0.042156902,0.017621439,0.039095238,0.037884634,0.005918905,0.032029526,0.058962755,0.096911186
Binzhou City,6,0.044033981,0.041832282,0.002201699,0.013505144,0.005662337,0.012624089,0.012242411,0.001909062,0.012678321,0.016535991,0.031123374
Bozhou City,6,0.077893018,0.073998367,0.003894651,0.023962761,0.010064561,0.022248015,0.021617682,0.003373249,0.018259921,0.033444588,0.055077758
Cangzhou City,6,0.084643061,0.080410908,0.004232153,0.026014542,0.010869829,0.024239068,0.023519621,0.005179769,0.019907416,0.026131259,0.051218444
Chamdo City,6,0.026515476,0.025189702,0.001325774,0.008190718,0.003380846,0.007586412,0.0073575,0.001137008,0.006205187,0.01144575,0.018787945
