City,level,PMs,PMs1,PMs2,yagao,myl,msg,xmn,soil,ocean,river,emission
Benxi City,10,0.093017343,0.088366476,0.004650867,0.028319903,0.019426584,0.022558983,0.022711873,0.004006644,0.021850557,0.040195519,0.06605272
Bijie City,10,0.373416078,0.354745274,0.018670804,0.113647791,0.077999126,0.09011286,0.091656301,0.016172117,0.087414925,0.160602874,0.264189916
Binzhou City,10,0.277931028,0.264034476,0.013896551,0.084509471,0.057819508,0.06732056,0.068281489,0.012060417,0.080114046,0.10430351,0.196477973
Bozhou City,10,0.466848147,0.44350574,0.023342407,0.142485353,0.096735465,0.113101156,0.114526174,0.020519778,0.108581308,0.200611437,0.329712523
Cangzhou City,10,0.562174629,0.534065898,0.028108731,0.170679335,0.116842763,0.137040597,0.137611934,0.034355161,0.131938701,0.173531456,0.339825318
Chamdo City,10,0.046258237,0.043945325,0.002312912,0.014098693,0.009607662,0.011218144,0.011333737,0.001992344,0.010840274,0.019913657,0.032746275
Changde City,10,0.41984627,0.398853957,0.020992314,0.127912173,0.087308881,0.101841269,0.102783948,0.025718889,0.08035462,0.147749361,0.25382287
Changzhou City,10,0.368534808,0.350108068,0.01842674,0.11195412,0.07654817,0.089331906,0.090700612,0.022598981,0.070308451,0.12959165,0.222499082
Chaohu City,10,0.072270058,0.068656555,0.003613503,0.021946414,0.015074001,0.017524611,0.017725031,0.003116091,0.016887432,0.031167663,0.051171186
Chaoyang City,10,0.229641602,0.218159522,0.01148208,0.069890145,0.047744563,0.055723734,0.05628316,0.009935342,0.053772655,0.099127934,0.162835931
Chaozhou City,10,0.18199737,0.172897501,0.009099868,0.05510291,0.037901059,0.044338926,0.044654475,0.007874617,0.052188146,0.068600686,0.128663449
Chenzhou City,10,0.37584455,0.357052322,0.018792227,0.114163006,0.078138334,0.091364195,0.092179014,0.016274352,0.087826824,0.161793109,0.265894285
Chengdu City,10,1.425548577,1.354271148,0.071277429,0.433513268,0.296707122,0.344903397,0.35042479,0.124625195,0.183917937,0.340927718,0.64947085
Chengde City,10,0.239579505,0.227600529,0.011978975,0.072716883,0.049732281,0.058320056,0.058810285,0.010378492,0.056233515,0.103031787,0.169643794
Chizhou City,10,0.126750882,0.120413338,0.006337544,0.038671524,0.026339534,0.030789978,0.030949845,0.005481258,0.029659184,0.054652307,0.089792749
Chifeng City,10,0.322431852,0.306310259,0.016121593,0.097830035,0.066910887,0.078250167,0.079440763,0.01968642,0.061769995,0.113893825,0.19535024
Chongzuo City,10,0.137747809,0.130860419,0.00688739,0.041782951,0.028720933,0.033456009,0.033787916,0.005921256,0.032182876,0.059384046,0.097488178
Chuzhou City,10,0.328515439,0.312089667,0.016425772,0.099636742,0.068504714,0.079852716,0.080521267,0.014193007,0.076733032,0.141532484,0.232458523
Chuxiong Yi Autonomous Prefecture,10,0.193940487,0.184243462,0.009697024,0.058856391,0.040602477,0.047141994,0.047339624,0.008402865,0.045272885,0.083579676,0.137255426
Dazhou City,10,0.439746644,0.417759312,0.021987332,0.133612136,0.091443201,0.106489096,0.108202211,0.019025309,0.102945068,0.18947833,0.311448707
Dali Bai Autonomous Prefecture,10,0.240797251,0.228757388,0.012039863,0.073299901,0.050142302,0.058440526,0.058914521,0.010460129,0.05622364,0.103735795,0.170419564
Dalian City,10,0.541657326,0.514574459,0.027082866,0.164192351,0.113855163,0.130890906,0.132718906,0.033066204,0.127369801,0.167806054,0.328242059
Daqing City,10,0.213760357,0.203072339,0.010688018,0.06490161,0.044682602,0.052110613,0.052065531,0.009159998,0.050172499,0.092346097,0.151678594
Datong City,10,0.238508741,0.226583304,0.011925437,0.07274668,0.049605308,0.057632199,0.058524554,0.010238831,0.056218139,0.102998548,0.169455518
Dandong City,10,0.169930433,0.161433911,0.008496522,0.051734952,0.0353147,0.04118218,0.041698601,0.007293567,0.048777385,0.064164867,0.120235819
Deyang City,10,0.250818827,0.238277886,0.012540941,0.076423205,0.052097721,0.060848226,0.061449675,0.010840066,0.058609045,0.108083372,0.177532483
Dezhou City,10,0.38743279,0.368061151,0.01937164,0.11792194,0.080625529,0.093839516,0.095045806,0.023798397,0.073972811,0.135905772,0.23367698
Diqing Tibetan Autonomous Prefecture,10,0.018284896,0.017370651,0.000914245,0.005559903,0.003793312,0.004450652,0.004481029,0.000799462,0.004271876,0.007846826,0.012918164
Dingxi City,10,0.174217676,0.165506792,0.008710884,0.053092212,0.036183242,0.04226901,0.042673211,0.007562991,0.040598851,0.074832529,0.122994371
Dongguan City,10,0.630744309,0.599207094,0.031537215,0.191151667,0.13125772,0.153075121,0.155259802,0.027235822,0.181480865,0.237774469,0.446491156
Dongying City,10,0.21086683,0.200323488,0.010543341,0.064176331,0.043828152,0.051041546,0.051820801,0.012809721,0.049945595,0.065259707,0.128015023
Ordos City,10,0.171762084,0.16317398,0.008588104,0.052457435,0.035673688,0.041475754,0.042155208,0.010567628,0.032763869,0.060249679,0.103581176
Ezhou City,10,0.087984257,0.083585044,0.004399213,0.026726925,0.018311877,0.02140208,0.021543375,0.003800642,0.020571099,0.037944129,0.06231587
Enshi Tujia and Miao Autonomous Prefecture,10,0.293671233,0.278987672,0.014683562,0.089356353,0.061352295,0.071148527,0.071814058,0.012726078,0.068406774,0.126334613,0.207467465
Fangchenggang City,10,0.064307294,0.06109193,0.003215365,0.01953029,0.013398433,0.01562368,0.015754891,0.002780903,0.018537794,0.024169697,0.045488394
Foshan City,10,0.773849796,0.735157306,0.03869249,0.235099734,0.160664924,0.188289648,0.18979549,0.067480945,0.100313623,0.184487467,0.352282035
Fuzhou City (Fujian),10,0.893538486,0.848861562,0.044676924,0.272521109,0.186205056,0.21606633,0.218745991,0.07812849,0.141917152,0.185306928,0.40535257
Fushun City,10,0.151062497,0.143509372,0.007553125,0.045932931,0.031567304,0.0365707,0.036991563,0.006523956,0.035298158,0.065048153,0.106870267
Fuzhou City (Jiangxi),10,0.317070109,0.301216604,0.015853505,0.096426426,0.06555187,0.077282435,0.077809378,0.013778397,0.073822172,0.136492394,0.224092963
Fuxin City,10,0.124831442,0.11858987,0.006241572,0.038090629,0.025907113,0.030301165,0.030532535,0.005404372,0.029138947,0.053774451,0.08831777
Fuyang City,10,0.798698693,0.758763759,0.039934935,0.24383311,0.165863155,0.193003675,0.195998753,0.034573251,0.187019154,0.344194338,0.565786743
Ganzhou City,10,0.680870854,0.646827311,0.034043543,0.207389387,0.142348487,0.16412032,0.167012659,0.041674901,0.130171181,0.239760141,0.411606223
Guyuan City,10,0.082268048,0.078154646,0.004113402,0.025011104,0.01712898,0.020002373,0.020125591,0.0035673,0.019216085,0.035457573,0.058240958
Guang'an City,10,0.309501014,0.294025963,0.015475051,0.093857975,0.064610696,0.075287339,0.075745004,0.013466076,0.072003703,0.133500051,0.21896983
Guangyuan City,10,0.177857353,0.168964486,0.008892868,0.054047641,0.03693761,0.043135746,0.043736356,0.007759719,0.041622654,0.076433564,0.125815937
Guangzhou City,10,1.741809737,1.65471925,0.087090487,0.527297979,0.363845063,0.422869696,0.427796999,0.17833062,0.198819311,0.260222407,0.637372338
Guigang City,10,0.282469289,0.268345825,0.014123464,0.085876697,0.058875564,0.068560146,0.069156882,0.012276065,0.066108926,0.121413897,0.199798888
Guiyang City,10,0.369588119,0.351108713,0.018479406,0.112613313,0.076824373,0.089560868,0.090589565,0.022474989,0.071173172,0.130882533,0.224530694
Guilin City,10,0.3720207,0.353419665,0.018601035,0.112756599,0.077447406,0.090367692,0.091449003,0.016090697,0.086774269,0.160284021,0.263148987
Harbin City,10,0.785581382,0.746302313,0.039279069,0.240067451,0.164354641,0.189691435,0.191467856,0.047964144,0.150712982,0.277658391,0.476335517
Hami City,10,0.032606802,0.030976462,0.00163034,0.009967604,0.006750597,0.007896456,0.007992145,0.001404186,0.007633004,0.014058774,0.023095964
Haidong City,10,0.119305787,0.113340498,0.005965289,0.036217328,0.024843806,0.02896227,0.029282384,0.005182986,0.027867155,0.051315525,0.084365666
Haikou City,10,0.203749285,0.193561821,0.010187464,0.061985107,0.042237658,0.049444128,0.050082392,0.008859111,0.058481126,0.076813258,0.144153495
Handan City,10,0.752871971,0.715228373,0.037643599,0.229321251,0.156576525,0.18248077,0.184493425,0.04576192,0.144103536,0.266369498,0.456234954
Hanzhong City,10,0.22870672,0.217271384,0.011435336,0.069670041,0.047614812,0.055423721,0.055998146,0.009806306,0.053508189,0.098739648,0.162054143
Hangzhou City,10,0.80644353,0.766121353,0.040322176,0.244887597,0.167857547,0.195002066,0.19869632,0.070149953,0.104706865,0.192648117,0.367504935
Hefei City,10,0.840247893,0.798235498,0.042012395,0.256114258,0.173889914,0.203902466,0.206341255,0.073446113,0.108497996,0.200166039,0.382110148
Hechi City,10,0.240272751,0.228259114,0.012013638,0.073032127,0.05006926,0.058410459,0.058760905,0.010331811,0.056092477,0.103724783,0.170149071
Heyuan City,10,0.232820112,0.221179107,0.011641006,0.070758074,0.048230426,0.056422284,0.057409328,0.010073632,0.054378335,0.100364087,0.164816054
Heze City,10,0.700959236,0.665911274,0.035047962,0.212809626,0.145684119,0.170759038,0.171706454,0.042680803,0.134168427,0.248010832,0.424860062
Hezhou City,10,0.135953022,0.129155371,0.006797651,0.041287251,0.028269104,0.032938001,0.033458665,0.005899672,0.031791693,0.058496845,0.09618821
Hebi City,10,0.120353129,0.114335473,0.006017656,0.036652611,0.025152543,0.029145088,0.029402887,0.005196874,0.028147637,0.051915132,0.085259643
Hegang City,10,0.060223928,0.057212731,0.003011196,0.018309637,0.012555425,0.01453064,0.014828225,0.002626609,0.014034827,0.025811139,0.042472575
Heihe City,10,0.088545538,0.084118261,0.004427277,0.026856704,0.018383569,0.021558764,0.0217465,0.003834403,0.020727634,0.038145113,0.06270715
Hengshui City,10,0.310211599,0.294701019,0.01551058,0.094071657,0.064616371,0.075274449,0.076249123,0.013515396,0.072306294,0.133307794,0.219129484
Hengyang City,10,0.587485383,0.558111114,0.029374269,0.178415869,0.122274664,0.142423568,0.144371282,0.03596539,0.112381766,0.20700191,0.355349066
Honghe Hani and Yi Autonomous Prefecture,10,0.299757642,0.28476976,0.014987882,0.09118999,0.062730303,0.072511848,0.0733255,0.012890822,0.069840878,0.129198887,0.211930587
Hohhot City,10,0.278250026,0.264337525,0.013912501,0.084673719,0.057902923,0.067512445,0.068160939,0.011981739,0.065202513,0.119973108,0.19715736
Hulunbuir City,10,0.178712487,0.169776863,0.008935624,0.054283825,0.037255013,0.04358534,0.043588309,0.007709499,0.041889057,0.077131438,0.126729994
Huludao City,10,0.197579495,0.18770052,0.009878975,0.060077493,0.041002195,0.048027068,0.048472739,0.008560555,0.056926008,0.074184153,0.139670716
Huzhou City,10,0.20420452,0.193994294,0.010210226,0.061918972,0.042622223,0.049770661,0.049892663,0.012405714,0.039279177,0.072270404,0.123955295
Huaihua City,10,0.347159232,0.32980127,0.017357962,0.10554657,0.071874234,0.084414579,0.085323849,0.015028744,0.081095356,0.149514015,0.245638115
Huai'an City,10,0.368130751,0.349724214,0.018406538,0.11162306,0.076740536,0.089176313,0.090590843,0.022326089,0.070555578,0.130207408,0.223089075
Huaibei City,10,0.164212624,0.156001993,0.008210631,0.049818118,0.034159931,0.040052824,0.040181752,0.007130685,0.03819778,0.070648719,0.115977184
Huainan City,10,0.291669782,0.277086292,0.014583489,0.088709116,0.060882124,0.070591773,0.07148677,0.012696427,0.068140755,0.125405599,0.206242781
Huanggang City,10,0.51957428,0.493595566,0.025978714,0.158263559,0.107836895,0.125929087,0.127544738,0.022444104,0.121045691,0.224566091,0.368055886
Huangshan City,10,0.106080345,0.100776328,0.005304017,0.032183163,0.022252553,0.025720371,0.025924259,0.004571381,0.024850715,0.045727594,0.07514969
Huangshi City,10,0.207154279,0.196796565,0.010357714,0.062914468,0.04310778,0.050255976,0.050876054,0.008950513,0.048539528,0.089177105,0.146667146
Huizhou City,10,0.382125414,0.363019144,0.019106271,0.116354478,0.079650004,0.092716046,0.093404887,0.023350493,0.090042024,0.118052219,0.231444736
Jixi City,10,0.092536432,0.087909611,0.004626822,0.028125461,0.019348324,0.022516804,0.022545843,0.004000361,0.021646617,0.039858789,0.065505767
Ji'an City (Jiangxi),10,0.366263331,0.347950165,0.018313167,0.111442549,0.076555026,0.088462862,0.089802894,0.015919987,0.085501883,0.157678956,0.259100826
Jilin City,10,0.312540203,0.296913193,0.01562701,0.094732266,0.064907608,0.075848231,0.077052097,0.01354536,0.073117849,0.134406267,0.221069476
Jinan City,10,0.961259378,0.913196409,0.048062969,0.293555597,0.200360558,0.232021945,0.235321278,0.083866943,0.124890186,0.230103094,0.438860223
Jining City,10,0.688546725,0.654119389,0.034427336,0.209972672,0.143373331,0.166530393,0.168670329,0.042351253,0.13204827,0.242117434,0.416516957
Jiamusi City,10,0.132952994,0.126305344,0.00664765,0.04045626,0.027765168,0.032276184,0.032455381,0.005737499,0.031220511,0.05722488,0.09418289
Jiaxing City,10,0.276201606,0.262391526,0.01381008,0.084301916,0.057682875,0.066607844,0.067608972,0.016871388,0.065126385,0.085283822,0.167281595
Jiayuguan City,10,0.01943996,0.018467962,0.000971998,0.005914947,0.004048463,0.004716164,0.004760386,0.000835582,0.004555717,0.008387648,0.013778947
Jiangmen City,10,0.359128035,0.341171633,0.017956402,0.109223942,0.074370026,0.087406934,0.088127133,0.021776128,0.085135335,0.110973771,0.217885234
Jiaozuo City,10,0.30252926,0.287402797,0.015126463,0.092102915,0.063214085,0.073092902,0.074119358,0.013123364,0.070586704,0.130266503,0.213976571
Jieyang City,10,0.416151695,0.395344111,0.020807585,0.126105366,0.086371753,0.101059381,0.102615195,0.017912199,0.120290303,0.156988171,0.295190673
Jinchang City,10,0.031931199,0.030334639,0.00159656,0.009746149,0.006656429,0.007727912,0.007800709,0.001370945,0.007458784,0.013758931,0.02258866
Jinhua City,10,0.414050264,0.393347751,0.020702513,0.126002451,0.086236345,0.100607551,0.101203917,0.025310911,0.079174892,0.145756449,0.250242252
Jinzhou City,10,0.202610469,0.192479945,0.010130523,0.061663983,0.042386407,0.049184597,0.049375482,0.008836586,0.058108351,0.07613386,0.143078797
Jincheng City,10,0.194527266,0.184800903,0.009726363,0.059157883,0.040553596,0.047450701,0.047365086,0.008370696,0.045525509,0.083824513,0.137720718
Jinzhong City,10,0.245826007,0.233534706,0.0122913,0.074481342,0.051306143,0.059605251,0.060433271,0.010722481,0.057438925,0.105774092,0.173935498
Jingmen City,10,0.237238952,0.225377005,0.011861948,0.072098111,0.049374695,0.057881712,0.057884435,0.010247892,0.055287701,0.102072717,0.16760831
Jingzhou City,10,0.465662733,0.442379596,0.023283137,0.141387204,0.09742306,0.112747611,0.114104859,0.019974017,0.109048152,0.201094621,0.33011679
Jingdezhen City,10,0.117186911,0.111327566,0.005859346,0.03573822,0.024390923,0.028417784,0.028639985,0.00514449,0.027303599,0.050227341,0.08267543
Jiujiang City,10,0.368548602,0.350121172,0.01842743,0.112041938,0.076626886,0.089365504,0.090514274,0.022510642,0.070534569,0.129967991,0.223013202
Jiuquan City,10,0.078591873,0.07466228,0.003929594,0.023894022,0.016314766,0.019072243,0.019310842,0.003382166,0.018423809,0.03402946,0.055835435
Kashgar Prefecture,10,0.23905131,0.227098744,0.011952565,0.072499991,0.049944658,0.05807176,0.058534901,0.010373169,0.055725332,0.102923335,0.169021836
Kaifeng City,10,0.357334579,0.33946785,0.017866729,0.10907681,0.074339768,0.086354602,0.087563398,0.015309456,0.083943606,0.154439319,0.253692381
Karamay City,10,0.030764724,0.029226488,0.001538236,0.009320694,0.006425545,0.00747959,0.007538896,0.001325388,0.007216244,0.013268841,0.021810473
Kizilsu Kirgiz Autonomous Prefecture,10,0.030404926,0.02888468,0.001520246,0.009258677,0.006302972,0.007392182,0.007451096,0.001316289,0.007101911,0.013095593,0.021513793
Kunming City,10,0.566611456,0.538280884,0.028330573,0.172869413,0.117357545,0.137689309,0.138695189,0.034559388,0.108357223,0.20076878,0.343685391
Lhasa City,10,0.045101703,0.042846618,0.002255085,0.013750008,0.009370243,0.01091366,0.011067792,0.00193099,0.010617441,0.019492027,0.032040458
Laibin City,10,0.163987812,0.155788421,0.008199391,0.04989482,0.034123434,0.039803141,0.040166416,0.007121912,0.038172079,0.070614769,0.11590876
Lanzhou City,10,0.303292931,0.288128285,0.015164647,0.091818832,0.06342998,0.07346872,0.074575399,0.01304569,0.071139229,0.130733471,0.21491839
Langfang City,10,0.391868654,0.372275221,0.019593433,0.119204247,0.081316144,0.09534256,0.096005703,0.023910712,0.075093953,0.138415766,0.237420431
Leshan City,10,0.234791992,0.223052392,0.0117396,0.071456169,0.048884437,0.056850136,0.05760125,0.010175687,0.054770271,0.101141099,0.166087057
Lijiang City,10,0.089185136,0.084725879,0.004459257,0.02710675,0.018472371,0.021686742,0.021919272,0.003855215,0.020798224,0.038408581,0.06306202
Lishui City,10,0.22069847,0.209663547,0.011034924,0.067256505,0.046105295,0.053536398,0.053800271,0.009455394,0.051626565,0.095307964,0.156389923
Lianyungang City,10,0.322439448,0.306317475,0.016121972,0.098512134,0.066866721,0.078108603,0.078951989,0.019784468,0.075775775,0.099014812,0.194575055
Liaoyang City,10,0.114262914,0.108549768,0.005713146,0.034587398,0.023800845,0.027734594,0.028140077,0.004932481,0.026728611,0.049199607,0.080860699
Liaoyuan City,10,0.073266082,0.069602778,0.003663304,0.022225756,0.015243465,0.017773658,0.018023203,0.003171908,0.017079088,0.031538651,0.051789647
Liaocheng City,10,0.427760259,0.406372246,0.021388013,0.131002507,0.088570298,0.103465996,0.104721458,0.018447995,0.100157953,0.184770176,0.303376124
Nyingchi City,10,0.012686101,0.012051796,0.000634305,0.003856665,0.002648203,0.003068841,0.003112392,0.000550847,0.002968688,0.005449109,0.008968644
Lincang City,10,0.155965609,0.148167328,0.00779828,0.047601104,0.032467308,0.037914457,0.03798274,0.006754349,0.036395822,0.067215649,0.11036582
Linfen City,10,0.351611916,0.33403132,0.017580596,0.106908138,0.073397765,0.085126469,0.086179545,0.015230863,0.082019437,0.151370375,0.248620675
Linyi City,10,0.839533882,0.797557188,0.041976694,0.254593062,0.174630104,0.204741373,0.205569344,0.051308816,0.160828381,0.296328887,0.508466084
