City,level,Total,car,airplane,Emission,ocean,oil,river
Liupanshui City,5,22.24833726,22.21733955,0.030997712,22.11447347,2.244106632,15.73832155,4.132045289
Longyan City,5,14.73177689,14.72824277,0.003534121,14.65165906,1.486691593,10.4271585,2.73780897
Longnan City,5,13.1565474,13.12447535,0.032072046,13.07824294,1.223439603,9.598414817,2.256388519
Loudi City,5,16.5723899,16.5723899,0,16.47652509,1.811959576,11.31651545,3.348050066
Luzhou City,5,35.19738179,34.97364308,0.22373871,34.9824528,3.562688639,24.86210005,6.557664113
Luoyang City,5,24.84263958,24.46832295,0.374316632,24.686744,2.424822334,17.80643443,4.455487235
Luohe City,5,14.55234041,14.55234041,0,14.44983662,1.398617336,10.45869562,2.592523659
L¨¹liang City,5,12.89056877,12.86142192,0.02914685,12.81055199,1.186693814,9.434917109,2.18894107
Ma'anshan City,5,17.87153063,17.87153063,0,17.76024191,1.719824097,12.87901947,3.16139834
Maoming City,5,20.47189544,20.47189544,0,20.33890633,2.619091332,14.22784414,3.491970855
Meishan City,5,31.95486324,31.95486324,0,31.74026598,3.359167954,22.17168177,6.209416255
Meizhou City,5,24.29570565,24.26538645,0.030319199,24.13767909,2.553229533,16.87895664,4.705492919
Mianyang City,5,30.88502306,29.41229216,1.4727309,30.67932714,3.204582349,21.59341226,5.881332535
Mudanjiang City,5,15.72198144,15.69078873,0.031192712,15.61244724,1.591105803,11.09850355,2.922837891
Nagqu City,5,21.62825505,21.62825505,0,21.50523348,2.088483039,15.57450284,3.842247603
Nanchang City,5,56.74430376,56.31098363,0.433320126,56.38643428,5.966664208,39.38600019,11.03376988
Nanchong City,5,36.85125475,36.62150239,0.229752361,36.63631542,3.735263163,26.02531017,6.875742082
Nanjing City,5,103.0535187,102.5881266,0.465392133,100.0931991,9.039231216,74.42631846,16.6276494
Nanning City,5,93.38246703,93.01232304,0.370143998,92.75523697,9.349731643,66.11687607,17.28862926
Nanping City,5,8.563176192,8.536999137,0.026177055,8.506868676,0.942607558,5.824315405,1.739945713
Nantong City,5,41.2736887,41.15072258,0.122966116,40.10096,4.557036174,29.40479418,6.139129646
Nanyang City,5,34.19450544,34.03847125,0.156034184,33.96947639,3.157977762,24.96819293,5.843305697
Neijiang City,5,55.88827404,55.88827404,0,55.5366231,5.605686329,39.58009228,10.35084449
Ningbo City,5,69.03139452,68.71136951,0.320025004,67.16146425,8.292437214,47.73058972,11.13843732
Ningde City,5,4.648259684,4.648259684,0,4.617389099,0.592731366,3.229484234,0.795173499
Panzhihua City,5,32.44641568,32.35927439,0.087141283,32.25014608,3.299119044,22.87331193,6.077715105
Panjin City,5,12.94170324,12.94170324,0,12.86164382,1.43739247,9.4929573,1.931294051
Pingdingshan City,5,18.79159436,18.79159436,0,18.68415058,1.816908894,13.51819255,3.349049136
Pingliang City,5,15.39796942,15.39796942,0,15.29421716,1.420364405,11.25274596,2.621106795
Pingxiang City,5,17.66538947,17.66538947,0,17.55593733,1.953253085,12.01222973,3.590454518
Putian City,5,5.623657963,5.623657963,0,5.586953985,0.692163319,3.971172551,0.923618115
Puyang City,5,22.66154376,22.66154376,0,22.52463981,2.096414808,16.58994966,3.838275338
Pu'er City,5,17.64137806,17.47172414,0.169653916,17.52930701,1.786592035,12.4517131,3.29100187
Qitaihe City,5,11.1998132,11.1998132,0,11.13006439,1.074002936,8.074727479,1.981333979
Qiqihar City,5,4.169732669,4.146915329,0.02281734,4.144264258,0.400147713,3.007929459,0.736187086
Qinzhou City,5,36.60510891,36.60510891,0,36.38893464,4.475435886,25.90522022,6.008278535
Qinhuangdao City,5,33.24364165,33.14939708,0.094244573,33.02604404,3.889398537,23.91003612,5.226609383
Qingdao City,5,94.8037344,93.97885715,0.824877246,92.14967281,9.591820846,69.60498019,12.95287177
Qingyuan City,5,21.21880944,21.21880944,0,21.09912091,2.336645963,14.44807462,4.314400325
Qingyang City,5,23.47608453,23.28624488,0.18983965,23.31945538,2.164549695,17.16770766,3.987198024
Qujing City,5,30.10418267,30.10418267,0,29.91689955,3.022822922,21.30805859,5.586018042
Quzhou City,5,13.19400144,13.15624273,0.037758701,13.1151103,1.452459085,8.972729,2.689922211
Quanzhou City,5,31.68448062,31.51814012,0.166340503,30.79965873,3.645254406,22.24937922,4.905025102
Shigatse City,5,24.53190303,24.47469379,0.057209241,24.38899524,2.69032977,16.7363613,4.962304167
Rizhao City,5,18.89413425,18.12345138,0.770682876,18.75372504,2.265166425,13.4560489,3.032509717
Sanmenxia City,5,9.371769617,9.371769617,0,9.307340131,0.902667222,6.73558815,1.669084759
Sanming City,5,5.696889526,5.690989548,0.005899978,5.659172946,0.626378495,3.880152352,1.152642099
Sanya City,5,7.237454237,6.246279825,0.991174412,7.173959103,0.964837361,4.922343533,1.286778209
Xiamen City,5,30.61518596,29.27189962,1.343286339,30.37133271,3.826296937,21.42950759,5.115528186
Shannan City,5,23.07995986,23.07995986,0,22.93339826,2.436182882,16.00779452,4.489420855
Shantou City,5,22.64148984,22.64148984,0,22.48514884,2.876337961,15.75533373,3.853477146
Shanwei City,5,12.05480555,12.05480555,0,11.97042413,1.539545679,8.34701731,2.083861145
Shangluo City,5,9.731083265,9.731083265,0,9.665964784,0.935640252,7.003561096,1.726763436
Shangqiu City,5,26.39495785,26.39495785,0,26.2457976,2.405930727,19.3963175,4.443549375
Shanghai,5,381.4540673,372.9362668,8.517800529,299.1396453,39.70618085,206.4457392,52.98772522
Shangrao City,5,32.42361432,32.40755867,0.016055647,32.2102588,3.563300465,22.11554428,6.531414054
Shaoguan City,5,21.81577711,21.81577711,0,21.67665325,2.391969262,14.89136982,4.39331417
Shaoyang City,5,15.55120435,15.53627947,0.014924876,15.45566536,1.655129417,10.76912969,3.031406257
Shaoxing City,5,33.1512632,33.1512632,0,32.92312574,3.450958658,23.07458718,6.3975799
Shenzhen City,5,158.4030287,157.0489541,1.354074667,124.3335669,16.39533001,85.96852906,21.96970786
Shenyang City,5,120.5220243,120.0833212,0.438703079,119.6997868,11.63210163,86.58155233,21.48613286
Shiyan City,5,12.05583955,11.99657271,0.05926684,11.9802805,1.167817289,8.663881035,2.148582177
Shijiazhuang City,5,104.0205786,103.7971764,0.223402276,103.2763554,9.468830514,76.31261916,17.49490577
Shizuishan City,5,13.30199915,13.30199915,0,13.222707,1.217788821,9.754494076,2.2504241
Shuangyashan City,5,17.3898745,17.3898745,0,17.27897535,1.671647464,12.51825446,3.089073429
Shuozhou City,5,12.83947822,12.83947822,0,12.76178488,1.175025132,9.415766557,2.170993193
Siping City,5,16.28075926,16.28075926,0,16.17889495,1.629701519,11.55066316,2.998530272
Songyuan City,5,18.68550006,18.5798243,0.105675752,18.58220368,1.727617621,13.66351286,3.191073202
Suzhou City (Jiangsu),5,122.5860301,122.5860301,0,119.2255384,11.06323356,87.73724968,20.42505513
Suqian City,5,44.30904996,44.30904996,0,44.01462918,4.269376832,31.86333358,7.881918771
Suzhou City (Anhui),5,25.75532876,25.75532876,0,25.59060448,2.480434759,18.55001701,4.560152706
Suihua City,5,19.06724687,19.06724687,0,18.95793474,1.927506206,13.47585892,3.554569617
Suizhou City,5,10.40559757,10.40559757,0,10.34473475,0.959543126,7.618990063,1.766201558
Suining City,5,35.58434656,35.58434656,0,35.35956325,3.591182899,25.1729748,6.595405548
Tacheng Prefecture,5,18.74050076,18.67191996,0.068580803,18.62381145,1.882560667,13.25430592,3.486944861
Taizhou City (Zhejiang),5,50.24779075,50.20709678,0.040693965,49.91699246,6.684475754,34.31610697,8.916409738
Taiyuan City,5,67.68893264,67.32265131,0.366281336,67.25823349,6.214778703,49.58215708,11.46129771
Tai'an City,5,22.6908588,22.6908588,0,22.55443526,2.187154697,16.34142681,4.025853754
Taizhou City (Jiangsu),5,23.91043392,23.91043392,0,23.7393514,2.290891514,17.21865155,4.229808337
Tangshan City,5,95.89001664,95.87401832,0.015998321,95.23675437,11.11137801,69.22682713,14.89854923
Tianjin,5,115.3561246,114.7298552,0.626269383,112.1775821,11.73182371,84.71703747,15.72872087
Tianshui City,5,20.61370313,20.55822916,0.055473971,20.46785698,2.003296563,14.78800659,3.676553823
Tieling City,5,22.96653613,22.96653613,0,22.840597,2.196275265,16.57290359,4.071418148
Tonghua City,5,9.960515565,9.95336773,0.007147834,9.903390436,0.955523912,7.183156984,1.76470954
Tongliao City,5,70.31680488,70.16017741,0.156627466,69.87143254,6.475379099,51.42938395,11.96666949
Tongchuan City,5,4.48917418,4.48917418,0,4.460132466,0.414514763,3.284725692,0.760892011
Tongling City,5,9.45826551,9.45826551,0,9.396253915,0.957121421,6.680059764,1.75907273
Tongren City,5,17.68883022,17.58625043,0.102579793,17.58301415,1.867205331,12.28557893,3.430229891
Turpan City,5,9.238741792,9.09307833,0.145663462,9.171904385,0.851530495,6.747878513,1.572495377
Weihai City,5,38.74539132,38.58307042,0.162320895,38.49537741,4.327296419,28.34689969,5.821181296
Weifang City,5,65.18374007,65.17500379,0.008736283,64.77188034,7.549412555,47.11866704,10.10380074
Weinan City,5,32.73030472,32.73030472,0,32.5350504,2.999328984,23.98663091,5.549090503
Wenzhou City,5,53.33175914,52.99714667,0.334612466,52.95352519,7.086330185,36.3440777,9.523117304
Wuhai City,5,11.41996574,11.40405089,0.015914844,11.34917786,1.10260109,8.213138859,2.033437913
Ulanqab City,5,7.542358659,7.521406441,0.020952219,7.497984521,0.693163109,5.53260508,1.272216332
¨¹r¨¹mqi City,5,103.5416149,102.2614491,1.280165871,102.854323,9.477017347,75.87595755,17.50134809
Wuxi City,5,61.40046012,61.20660864,0.193851473,59.71768076,5.583487167,43.82051009,10.3136835
Wuhu City,5,23.58361166,23.58361166,0,23.44499724,2.365999808,16.72299193,4.356005497
Wuzhong City,5,24.88663286,24.88663286,0,24.73665861,2.305674413,18.1996502,4.231333997
Wuzhou City,5,23.78329219,23.4494819,0.333810294,23.62768308,2.529524607,16.44768504,4.650473437
Wuhan City,5,123.2517254,122.7991536,0.452571723,119.909399,11.22751396,88.02595089,20.65593419
Wuwei City,5,13.40813872,13.40813872,0,13.32027546,1.238424869,9.801330629,2.280519957
Xi'an City,5,144.2683349,142.4092808,1.859054121,140.1359365,12.48564044,104.5628067,23.08748933
Xining City,5,55.8705775,55.26874727,0.60183023,55.50893604,5.415844617,40.10957044,9.983520983
Xishuangbanna Dai Autonomous Prefecture,5,11.49771276,10.76932979,0.728382973,11.4149192,1.208194231,7.9939967,2.212728267
Xianning City,5,6.932906264,6.932906264,0,6.886323718,0.69945655,4.900388074,1.286479094
Xianyang City,5,22.71768463,22.71768463,0,22.57878296,2.081641422,16.65341941,3.843722125
Xiangtan City,5,10.93689054,10.93689054,0,10.87270714,1.151828939,7.594157081,2.126721121
Xiangyang City,5,20.13327548,19.95016055,0.183114926,19.98567398,1.952562443,14.44547948,3.587632052
Xiaogan City,5,17.14449128,17.14449128,0,17.03561268,1.647396342,12.35440542,3.033810921
Xinzhou City,5,18.91995097,18.85826844,0.061682522,18.80106081,1.754702022,13.81766276,3.228696025
Xinxiang City,5,29.94449702,29.94449702,0,29.7520146,2.758956462,21.92109348,5.071964654
Xinyu City,5,15.17417615,15.17417615,0,15.08452926,1.677655258,10.31349633,3.093377672
Xinyang City,5,25.75042737,25.70823539,0.042191981,25.60851822,2.495331887,18.5257587,4.587427635
Xingtai City,5,61.35141947,61.35141947,0,61.03340891,5.675718438,44.90848155,10.44920892
Xuzhou City,5,39.97797201,39.78586166,0.192110355,39.70434579,4.035900797,28.22835988,7.440085116
Xuchang City,5,16.17480709,16.17480709,0,16.05522104,1.625438748,11.43697844,2.99280385
Xuancheng City,5,25.51400527,25.51400527,0,25.35314918,2.691448052,17.68502763,4.976673498
Ya'an City,5,16.61669647,16.61669647,0,16.51887672,1.750485047,11.5528433,3.215548375
Yantai City,5,49.45227671,49.21360975,0.238666966,49.10409064,5.531185817,36.12165445,7.451250377
Yan'an City,5,17.01429163,16.96913427,0.045157367,16.89824475,1.570104188,12.43579685,2.892343712
Yancheng City,5,33.40051033,33.35463455,0.045875773,33.1674794,3.904199424,24.0415783,5.221701679
Yangzhou City,5,26.02493939,25.5072013,0.51773809,25.83999223,2.398555687,19.02073894,4.420697599
Yangjiang City,5,22.19334655,22.19334655,0,22.04776795,2.961479618,15.14046323,3.945825104
Yangquan City,5,14.57055162,14.57055162,0,14.47665671,1.392035173,10.52040367,2.564217862
Yichun City (Heilongjiang),5,4.173551215,4.151929273,0.021621942,4.147982004,0.42386543,2.941813995,0.782302579
Yibin City,5,31.63494471,31.53098567,0.103959034,31.46970125,3.184451994,22.41132865,5.873920604
Yichang City,5,33.99192199,33.78607996,0.205842033,33.77908411,3.405112855,24.08842228,6.285548976
Yichun City (Jiangxi),5,53.94956361,53.91680724,0.032756371,53.6014512,5.877771098,36.855477,10.8682031
Yiyang City,5,20.76005869,20.76005869,0,20.6112985,2.184502634,14.40176334,4.025032521
Yinchuan City,5,58.90188665,58.27363265,0.628253999,58.51282041,5.425506505,43.07584343,10.01147047
Yingtan City,5,8.761714971,8.761714971,0,8.70614399,0.966097019,5.958400999,1.781645972
Yingkou City,5,13.7918595,13.78372696,0.008132532,13.7095463,1.613647899,9.937510738,2.158387661
Yongzhou City,5,18.690187,18.68584628,0.004340719,18.55998799,2.035065102,12.7799707,3.744952186
Yulin City (Shaanxi),5,32.04889222,31.81334249,0.235549732,31.849633,2.949549655,23.47549546,5.424587886
Yulin City (Guangxi),5,30.7309307,30.7309307,0,30.54926199,3.22454039,21.36985088,5.95487072
Yuxi City,5,18.80630246,18.80630246,0,18.68668221,1.825398888,13.50722306,3.354060257
Yueyang City,5,20.38060001,20.34555097,0.03504904,20.24348178,2.054686834,14.40768598,3.781108964
Yunfu City,5,10.76899953,10.76899953,0,10.70061713,1.131094713,7.492999257,2.076523163
Yuncheng City,5,24.24677943,24.14248147,0.104297963,24.08402592,2.232838036,17.76313849,4.088049389
Zaozhuang City,5,38.78741721,38.78741721,0,38.52928351,3.76689759,27.79667483,6.965711092
Zhanjiang City,5,22.76887075,22.63023004,0.13864071,22.61338144,2.781316831,16.11409681,3.717967796
Zhangjiajie City,5,8.322208045,8.223621356,0.098586688,8.270710371,0.8807169,5.766657505,1.623335966
Zhangjiakou City,5,42.58700818,42.57070849,0.016299683,42.28470484,3.929919552,31.08679561,7.267989673
Zhangye City,5,20.62858779,20.61083228,0.017755509,20.4984867,1.881484782,15.15468485,3.462317063
Zhangzhou City,5,9.05127538,9.05127538,0,8.997200953,1.209486088,6.173107868,1.614606997
Changchun City,5,61.23488177,60.82957964,0.405302131,60.85428599,6.176517261,43.34299223,11.3347765
Changsha City,5,68.28154147,67.41837964,0.863161833,66.38200843,6.579594516,47.75268006,12.04973385
Changzhi City,5,34.71643766,34.66448509,0.051952572,34.50645901,3.199427677,25.41518116,5.891850169
Zhaotong City,5,21.37526175,21.34031522,0.034946534,21.23077747,2.158447372,15.10268731,3.96964279
Zhaoqing City,5,18.08359823,18.08359823,0,17.95496177,1.912964869,12.51678411,3.525212791
Zhenjiang City,5,19.39306225,19.39306225,0,19.25686327,1.854045277,13.98375214,3.419065856
Zhengzhou City,5,95.78094908,95.10795812,0.67299096,93.15017323,8.462795353,69.13084449,15.55653339
Zhongshan City,5,79.68729112,79.68729112,0,79.21995331,10.154419,55.37454953,13.69098478
Zhongwei City,5,9.743698694,9.062131169,0.681567524,9.668644303,0.93763659,7.010099391,1.720908322
Chongqing,5,166.1520272,164.7028998,1.449127457,130.3711708,13.55945653,91.82138118,24.99033305
Zhoushan City,5,14.56193226,14.48664914,0.07528312,14.47231475,1.860333213,10.12306086,2.488920678
Zhoukou City,5,34.44574265,34.44574265,0,34.20176533,3.330365315,24.7704653,6.100934719
Zhuhai City,5,32.61827805,32.39158868,0.226689376,32.39374737,4.177130779,22.58758138,5.629035212
Zhuzhou City,5,21.91000768,21.91000768,0,21.75433723,2.389030283,14.94198556,4.423321388
Zhumadian City,5,25.66423799,25.66423799,0,25.491381,2.369367457,18.76570339,4.356310155
Ziyang City,5,18.65718497,18.65718497,0,18.55035031,1.883982343,13.19711367,3.469254296
Zibo City,5,50.05242605,50.05242605,0,49.70301357,4.797273403,36.04056042,8.865179751
Zigong City,5,18.76587409,18.76587409,0,18.655318,1.884454033,13.29174096,3.479123005
Zunyi City,5,65.04951127,64.87254088,0.176970384,64.5779739,6.562353651,45.92587449,12.08974576
Altay Prefecture,6,19.96174413,18.58961228,1.372131849,19.80910419,2.004168953,14.12419683,3.680738405
Ankang City,6,21.64464417,17.64559357,3.999050602,21.43766185,2.446112238,14.48459136,4.506958251
Anqing City,6,38.3906217,38.32859731,0.062024398,38.15000926,3.860384731,27.17545766,7.114166868
Anshun City,6,35.74706839,35.55446962,0.192598776,35.54157679,3.747967318,24.87627494,6.917334533
Anyang City,6,53.13297801,53.13297801,0,52.78233129,4.861709682,38.94443434,8.976187271
Anshan City,6,59.81982023,59.79800117,0.021819065,59.4804158,5.768815934,43.099438,10.61216187
Bayannur City,6,36.77900982,36.7390249,0.039984916,36.59901066,3.367390065,27.01570789,6.215912702
Bazhong City,6,53.22394969,53.18287358,0.041076111,52.8744313,5.608153214,36.90370533,10.36257276
Baicheng City,6,18.70782499,18.68816639,0.019658601,18.594947,1.713369575,13.73124426,3.150333169
Baishan City,6,12.49405311,12.45593319,0.038119917,12.41026424,1.266695734,8.806376647,2.337191862
Baiyin City,6,18.14653761,18.14653761,0,18.04454959,1.671571684,13.29814788,3.074830027
Baise City,6,50.99563876,50.95881999,0.036818775,50.65661262,5.120282295,36.09595072,9.440379602
Bengbu City,6,26.87099695,26.87099695,0,26.71350937,2.597041445,19.35449254,4.761975389
Baotou City,6,61.89746619,61.77439003,0.123076156,61.52739533,5.676944927,45.38011567,10.47033473
Baoji City,6,33.30483989,33.30483989,0,33.09940472,3.205305233,23.99053351,5.90356598
Baoding City,6,198.9312437,198.9312437,0,197.5103484,18.13497869,145.9011665,33.47420316
Baoshan City,6,27.32111532,26.57691753,0.744197787,27.12532534,2.79519696,19.1671407,5.162987684
Beihai City,6,31.62442365,31.39980685,0.224616803,31.40535223,3.882903631,22.31756926,5.204879335
Beijing,6,366.7337176,357.5898463,9.143871271,287.5538271,28.89389041,205.3705671,53.28936954
Benxi City,6,20.77424079,20.77424079,0,20.64907609,2.111421678,14.67412005,3.863534363
Bijie City,6,65.434721,65.14671813,0.288002868,65.01478946,6.630172192,46.17564535,12.20897192
Binzhou City,6,54.94541131,54.94541131,0,54.60892279,6.370039817,39.72681807,8.512064902
Bozhou City,6,35.30914026,35.30914026,0,35.10627068,3.372663464,25.47896768,6.254639531
Cangzhou City,6,61.77151484,61.77151484,0,61.38241986,6.880339059,45.25539989,9.246680914
Chamdo City,6,36.19763936,35.96377309,0.233866269,35.97203877,3.667646374,25.5777735,6.726618893
Changde City,6,43.51383432,42.43726195,1.07657237,43.1851964,4.232882657,31.11114879,7.841164949
Changzhou City,6,64.19767094,63.67642419,0.521246746,63.74069892,5.949915273,46.84191173,10.94887192
Chaohu City,6,11.68415292,11.68415292,0,11.60971644,1.130180243,8.402484659,2.077051541
Chaoyang City,6,37.9719545,36.70905658,1.262897921,37.6744698,3.913283066,26.55326118,7.207925554
Chaozhou City,6,22.45969303,22.45969303,0,22.30595378,2.502204662,16.42969442,3.3740547
Chenzhou City,6,29.70143432,29.70143432,0,29.53296963,2.859122872,21.42915969,5.244687069
Chengdu City,6,288.2682481,285.9119357,2.356312437,280.1962044,27.65826177,201.590702,50.94724064
Chengde City,6,62.19239159,62.15774641,0.034645181,61.83633744,5.722136424,45.59078331,10.52341771
Chizhou City,6,12.11609014,12.0831018,0.03298834,12.04266272,1.220177202,8.568503821,2.253981695
Chifeng City,6,195.5913167,195.4163012,0.175015511,194.418519,17.97498444,143.2845141,33.15902041
Chongzuo City,6,23.29983008,23.29983008,0,23.15244555,2.266096453,16.72727522,4.159073875
Chuzhou City,6,34.74395125,34.74395125,0,34.52582814,3.353889158,25.00148819,6.170450789
Chuxiong Yi Autonomous Prefecture,6,23.42939571,23.42939571,0,23.29052171,2.250900915,16.88726817,4.152352625
Dazhou City,6,43.78579626,43.72587997,0.05991629,43.54139989,4.451696276,30.91212885,8.177574765
Dali Bai Autonomous Prefecture,6,56.19113219,55.8909105,0.30022169,55.85609203,5.434467643,40.41212477,10.00949962
Dalian City,6,139.2631956,138.061116,1.202079582,138.3075233,16.33627106,100.0586992,21.91255306
Daqing City,6,79.42954393,79.35326703,0.076276891,78.91780546,7.615267855,57.24982431,14.05271329
Datong City,6,85.82267845,85.36855075,0.454127703,85.21166879,7.894475857,62.69760589,14.61958704
Dandong City,6,32.46607635,32.44923942,0.016836931,32.27212407,3.976253832,22.94479165,5.351078591
Deyang City,6,39.00895314,39.00895314,0,38.74850072,3.925506803,27.58399403,7.238999891
Dezhou City,6,86.58545288,86.58545288,0,85.9789452,7.924691243,63.45287117,14.60138279
Diqing Tibetan Autonomous Prefecture,6,10.00478259,9.713940462,0.290842131,9.937393909,1.027749614,7.011443499,1.898200796
Dingxi City,6,47.48110833,47.48110833,0,47.18407838,4.57316549,34.20010904,8.410803846
Dongguan City,6,292.7316265,292.7316265,0,290.8298533,37.41107786,203.2622867,50.15648872
Dongying City,6,47.25521217,46.72958381,0.52562836,46.92719806,5.315212162,34.48353722,7.128448675
Ordos City,6,64.06279943,63.68817966,0.37461977,63.6264636,5.860731002,46.99402467,10.77170793
Ezhou City,6,6.903644484,6.903644484,0,6.860430663,0.692271502,4.89530015,1.272859011
Enshi Tujia and Miao Autonomous Prefecture,6,38.44330869,38.31536053,0.127948159,38.21646647,4.068868814,26.66022022,7.487377438
Fangchenggang City,6,20.21343805,20.21343805,0,20.09357107,2.70048171,13.79393769,3.599151673
Foshan City,6,199.7843166,199.7328442,0.051472369,194.2609842,19.1702904,139.821716,35.26897779
Fuzhou City (Fujian),6,55.14906114,54.42876567,0.72029547,53.60081518,6.126566561,39.25280492,8.2214437
Fushun City,6,31.57283003,31.57283003,0,31.36080382,3.020923091,22.76578276,5.574097972
Fuzhou City (Jiangxi),6,27.75354674,27.75354674,0,27.57202329,3.057134617,18.87287839,5.642010284
Fuxin City,6,24.89464814,24.89464814,0,24.74532893,2.287926728,18.25358252,4.203819681
Fuyang City,6,64.05162825,63.93109076,0.120537488,63.65902794,6.199607613,46.06420185,11.39521848
Ganzhou City,6,69.88875725,69.74348882,0.145268432,69.41227522,7.671421204,47.65576542,14.0850886
Guyuan City,6,22.19011871,21.85754343,0.332575275,22.04385058,2.047341033,16.19971575,3.796793797
Guang'an City,6,24.37645906,24.37645906,0,24.22513402,2.444738835,17.26394565,4.516449533
Guangyuan City,6,43.19077878,41.99267164,1.198107143,42.93525411,4.421063853,30.37556314,8.138627113
Guangzhou City,6,170.9402827,167.0225511,3.917731586,133.8941032,18.46865768,90.89084538,24.53460011
Guigang City,6,36.38813172,36.38813172,0,36.16829576,3.822690098,25.33006355,7.01554211
Guiyang City,6,101.0081664,98.26501454,2.743151891,100.1941361,10.28877784,70.98702714,18.91833109
Guilin City,6,73.89031116,73.43047108,0.459840086,73.41447138,8.140958454,50.28301303,14.9904999
Harbin City,6,135.8815347,134.4534087,1.42812599,134.9330106,13.74179814,95.86969084,25.32152157
Hami City,6,31.83320643,31.72780027,0.105406164,31.63174993,2.933816185,23.29281072,5.40512302
Haidong City,6,19.93271143,19.93271143,0,19.80913657,1.931162542,14.32858093,3.549393094
Haikou City,6,48.80676432,47.43054048,1.376223847,48.47943464,5.786682325,34.94127216,7.751480157
Handan City,6,127.43305,127.0416562,0.391393726,126.6165176,11.80634316,93.08164375,21.72853068
Hanzhong City,6,31.0682378,30.71594972,0.352288074,30.83231347,3.277081952,21.50957644,6.045655078
Hangzhou City,6,145.8075175,143.4215942,2.385923328,141.6804602,13.91354752,102.0475501,25.71936261
Hefei City,6,160.2193691,159.3784423,0.840926816,155.7927302,14.00232602,116.1203684,25.67003574
Hechi City,6,45.42214211,45.4148519,0.007290211,45.12629452,4.781761974,31.54202751,8.802505035
Heyuan City,6,21.00641791,21.00641791,0,20.86065208,2.314664211,14.27895027,4.267037603
Heze City,6,79.12677351,79.12677351,0,78.60514447,7.589903708,57.03014677,13.98509399
Hezhou City,6,21.83740701,21.83740701,0,21.70461104,2.38332794,14.9276718,4.393611298
Hebi City,6,23.1243914,23.1243914,0,22.97669087,2.126343631,16.93164797,3.918699264
Hegang City,6,10.8582649,10.8582649,0,10.79191208,1.045561868,7.820540277,1.925809932
Heihe City,6,27.87560815,27.80704075,0.068567404,27.70432211,2.799423241,19.74523428,5.159664585
Hengshui City,6,86.10068374,86.10068374,0,85.54435225,7.973648521,62.83465899,14.73604474
Hengyang City,6,44.23174556,44.14988632,0.081859236,43.95770538,4.463731,31.25460811,8.239366271
Honghe Hani and Yi Autonomous Prefecture,6,48.49991681,48.49991681,0,48.20660977,4.895792427,34.2840353,9.026782045
Hohhot City,6,94.62327608,93.73395393,0.889322147,93.99667448,8.731874563,69.1661192,16.09868072
Hulunbuir City,6,53.71822525,52.6079612,1.110264048,53.36742299,5.270419364,38.4252577,9.671745925
Huludao City,6,32.40286302,32.40286302,0,32.18947009,3.812443475,23.27018588,5.106840737
Huzhou City,6,42.0675952,42.0675952,0,41.75419392,4.394755771,29.2654489,8.093989249
Huaihua City,6,39.06315035,38.75695694,0.306193403,38.82335694,3.981585616,27.5303636,7.311407719
Huai'an City,6,35.82063342,35.5384887,0.282144727,35.5902856,3.465138721,25.74336332,6.381783555
Huaibei City,6,34.50213605,34.50213605,0,34.29694244,3.339796375,24.81266712,6.14447894
Huainan City,6,29.03430905,29.03430905,0,28.84636668,2.797061728,20.89791869,5.151386262
Huanggang City,6,34.48214489,34.48214489,0,34.26689709,3.458137556,24.41124919,6.397510342
Huangshan City,6,24.5167178,24.36639084,0.150326967,24.35872135,2.588381076,17.00338717,4.766953106
Huangshi City,6,20.02645233,20.02645233,0,19.89745495,2.018893888,14.15664211,3.721918948
Huizhou City,6,107.3177148,107.1443725,0.173342348,106.5888086,14.28443196,73.28143968,19.02293695
Jixi City,6,28.19145738,28.12765875,0.063798638,28.0171263,2.831043778,19.96164515,5.224437369
Ji'an City (Jiangxi),6,43.6176592,43.53310578,0.084553414,43.37842571,4.761485838,29.7891399,8.827799976
Jilin City,6,43.01260724,43.01260724,0,42.77547836,4.328192874,30.46381208,7.983473404
Jinan City,6,192.8764348,191.86979,1.00664483,187.6986509,16.78508495,139.99263,30.92093598
Jining City,6,97.00393798,96.9475934,0.056344588,96.3713975,8.859707109,71.21895559,16.2927348
Jiamusi City,6,33.42232282,33.31518767,0.107135147,33.21926146,3.223321852,24.0507185,5.945221112
Jiaxing City,6,76.81017413,76.81017413,0,76.31765644,9.866577399,53.27326535,13.17781369
Jiayuguan City,6,5.892158262,5.830550352,0.06160791,5.852731146,0.572445201,4.223189446,1.057096499
Jiangmen City,6,63.59631923,63.59631923,0,63.14949394,8.483309768,43.29486918,11.37131499
Jiaozuo City,6,33.77419533,33.77419533,0,33.54154669,3.248401889,24.30309743,5.99004737
Jieyang City,6,33.57438245,33.08948719,0.484895262,33.35713897,4.520006637,22.78709862,6.05003371
Jinchang City,6,7.152938265,7.095150411,0.057787854,7.101585258,0.663471894,5.21462227,1.223491094
Jinhua City,6,92.65025081,92.52594706,0.124303742,92.02192651,10.16875118,63.16490175,18.68827358
Jinzhou City,6,37.01338574,36.99000713,0.023378613,36.79757304,4.333015301,26.66056824,5.803989497
Jincheng City,6,34.78581025,34.78581025,0,34.57636713,3.192836498,25.50660275,5.876927882
Jinzhong City,6,64.2516171,64.2516171,0,63.83075819,5.922246761,47.04040887,10.86810256
Jingmen City,6,22.61148962,22.61148962,0,22.46196794,2.168775143,16.32020085,3.972991948
